series|location|keywords|numpages|pages|booktitle|abstract|doi|url|address|publisher|isbn|year|title|author|type_publication|ID|articleno|month|journal|issn|number|volume|issue_date|note|edition|editor|Sourceid|SJR|SJR_Best_Quartile|H_index|Total_Docs_2020|Total_Docs_3years|Total_Refs|Total_Cites_3years|Citable_Docs_3years|Cites_Doc_2years|Ref_Doc|Country|Region|Coverage|Categories|Total_Cites|Journal_Impact_Factor|Eigenfactor_Score|id_title|id_issn
ICISCAE 2021|Dalian, China||4|2783–2786|2021 4th International Conference on Information Systems and Computer Aided Education|The main purpose of physical function training is to solve the problems of many injuries, incorrect movement patterns, movement compensation and so on. In the era of big data, the scientific research field of sports training is gradually beginning to adopt the big data model for development, which will better form a new insight after data generation, collection, analysis and transformation. Therefore, this paper analyzes the application of big data intelligent cleaning system based on cloud computing in physical function training management. Students can quickly query running results through WEB query system, and administrators can download and modify students' results through WEB system. By using big data analysis technology, students are grouped according to their physical fitness test scores and BMI index, and their sports plans are formulated accordingly. A high-reliability real-time wireless receiving and sending sports monitoring system for big data is adopted, which realizes the functions of networking, unmanned and intelligent sports management.|10.1145/3482632.3487514|https://doi.org/10.1145/3482632.3487514|New York, NY, USA|Association for Computing Machinery|9781450390255|2021|Research on the Application of Big Data Cloud Cleaning System in Physical Function Sports Training Management|Wang, Wenwen|inproceedings|10.1145/3482632.3487514|||||||||||||||||||||||||||||1690990627|42
WSC '17|Las Vegas, Nevada||20||Proceedings of the 2017 Winter Simulation Conference|In this paper we have not attempted to produce any kind of systematic review of simulation in healthcare to compete with the dozen (at least) excellent and comprehensive survey papers on this topic that already exist. We begin with a glance back at the early days of Wintersim, but then proceed, in line with the theme of this special track, to reflect on general developments in healthcare simulation over the years from our own personal perspectives. We include some memories and reflections by several pioneers in this area, both academics and healthcare practitioners, on both sides of the Atlantic. We also asked four current simulation modelers, who all specialize in healthcare applications but from very diverse perspectives, to reflect on their experiences. We endeavor to identify some common or recurring themes across the years, and end with a glimpse into the future.||||IEEE Press|9781538634271|2017|Five Decades of Healthcare Simulation|Brailsford, Sally C and Carter, Michael W and Jacobson, Sheldon H|inproceedings|10.5555/3242181.3242205|23||||||||||||||||||||||||||||1693083683|42
||Data-driven networks, blockchain-empowered data-driven networks, networking technologies, blockchain|38|||The paths leading to future networks are pointing towards a data-driven paradigm to better cater to the explosive growth of mobile services as well as the increasing heterogeneity of mobile devices, many of which generate and consume large volumes and variety of data. These paths are also hampered by significant challenges in terms of security, privacy, services provisioning, and network management. Blockchain, which is a technology for building distributed ledgers that provide an immutable log of transactions recorded in a distributed network, has become prominent recently as the underlying technology of cryptocurrencies and is revolutionizing data storage and processing in computer network systems. For future data-driven networks (DDNs), blockchain is considered as a promising solution to enable the secure storage, sharing, and analytics of data, privacy protection for users, robust, trustworthy network control, and decentralized routing and resource managements. However, many important challenges and open issues remain to be addressed before blockchain can be deployed widely to enable future DDNs. In this article, we present a survey on the existing research works on the application of blockchain technologies in computer networks and identify challenges and potential solutions in the applications of blockchains in future DDNs. We identify application scenarios in which future blockchain-empowered DDNs could improve the efficiency and security, and generally the effectiveness of network services.|10.1145/3446373|https://doi.org/10.1145/3446373|New York, NY, USA|Association for Computing Machinery||2021|Blockchain-Empowered Data-Driven Networks: A Survey and Outlook|Li, Xi and Wang, Zehua and Leung, Victor C. M. and Ji, Hong and Liu, Yiming and Zhang, Heli|article|10.1145/3446373|58|apr|ACM Comput. Surv.|03600300|3|54|April 2022||||23038|2,079|Q1|163|112|365|15859|6978|365|19,16|141,60|United States|Northern America|1969-2020|Computer Science (miscellaneous) (Q1); Theoretical Computer Science (Q1)|10,790|10.282|0.01438|1693948333|1517405264
BigMine '12|Beijing, China||5|7–11|Proceedings of the 1st International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications|"\"Business analytics, occupying the intersection of the worlds of management science, computer science and statistical science, is a potent force for innovation in both the private and public sectors. The successes of business analytics in strategy, process optimization and competitive advantage has led to data being increasingly recognized as a valuable asset in many organizations. In recent years, thanks to a dramatic increase in the volume, variety and velocity of data, the loosely defined concept of \"\"Big Data\"\" has emerged as a topic of discussion in its own right -- with different viewpoints in both the business and technical worlds. From our perspective, it is important for discussions of \"\"Big Data\"\" to start from a well-defined business goal, and remain moored to fundamental principles of both cost/benefit analysis as well as core statistical science. This note discusses some business case considerations for analytics projects involving \"\"Big Data\"\", and proposes key questions that businesses should ask. With practical lessons from Big Data deployments in business, we also pose a number of research challenges that may be addressed to enable the business analytics community bring best data analytic practices when confronted with massive data sets.\""|10.1145/2351316.2351318|https://doi.org/10.1145/2351316.2351318|New York, NY, USA|Association for Computing Machinery|9781450315470|2012|Big Data, Big Business: Bridging the Gap|Gopalkrishnan, Vivekanand and Steier, David and Lewis, Harvey and Guszcza, James|inproceedings|10.1145/2351316.2351318|||||||||||||||||||||||||||||1694194765|42
||Supply chain management, Optimal strategy, Big data application, Two-period model, Social welfare||107550||We study a firm's strategy in adopting big data technology to motivate consumer demand over two periods. In the first period, the firm designs a product to sell to the market and determines whether to apply big data to attract more consumers. In the second period, the firm designs a new product and determines whether to sell the old product and the new product simultaneously, where big data can also be applied in this period to stimulate more demands. We formulate this problem into four models considering whether the firm adopts big data in the first period and/or the second period, and whether the firm only sells the new product or sells both the old and new products in the second period. We find that the firm prefers to apply big data over both periods when the cost is low, only over the second period when the cost is median and will not apply big data when the cost is high. Interestingly, only applying big data over the first period also may bring the most profits with heterogeneous big data coefficients. Furthermore, applying big data in the second period is the better choice for the social welfare.|https://doi.org/10.1016/j.cie.2021.107550|https://www.sciencedirect.com/science/article/pii/S036083522100454X||||2021|Optimal timing of big data application in a two-period decision model with new product sales|Lei Yang and Anqian Jiang and Jiahua Zhang|article|YANG2021107550|||Computers & Industrial Engineering|03608352||160|||||18164|1,315|Q1|128|641|1567|31833|9597|1557|5,97|49,66|United Kingdom|Western Europe|1976-2020|Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1)||||1695863882|1798521593
ICIT 2018|Hong Kong, Hong Kong|The path, Traditional industries, Transformation and upgrading, Big data|6|54–59|Proceedings of the 6th International Conference on Information Technology: IoT and Smart City|"\"With the emergence of a new generation of information technology, big data has become an important driving force for current social development. Digitalization has become the main direction of the transformation and upgrading of traditional industries. As the product of current informatization, big data includes data quantity, data quality and data analysis ability. It is used as two different ways to interpret the value creation of big data, making it clear that it can promote the transformation and upgrading of traditional industries through value creation. Then, it puts forward the traditional industrial transformation and upgrading path from the perspective of big data, namely the linear path of \"\"traditional industry + digital\"\" and the transitional non-linear \"\"digital + traditional industry\"\". Its path selection will be analyzed by combining external and internal factors.\""|10.1145/3301551.3301610|https://doi.org/10.1145/3301551.3301610|New York, NY, USA|Association for Computing Machinery|9781450366298|2018|Research on the Transformation and Upgrading Path and Selection of Traditional Industries from the Perspective of Big Data|Li, Yonghong and Zhang, Shuwen and Jia, Nan|inproceedings|10.1145/3301551.3301610|||||||||||||||||||||||||||||1698384267|42
||Mobile crowdsensing, Incentive mechanism, Quality-aware, Reputation system||197-209||Mobile crowdsensing has become an efficient paradigm for performing large-scale sensing tasks. Many quality-aware incentive mechanisms for mobile crowdsensing have been proposed. However, most of them measure the data quality by one single metric from a specific perspective. Moreover, they usually use the real-time quality, which cannot provide sufficient incentive for the workers with long-term high quality. In this paper, we refine the generalized data quality into the fine-grained ability requirement. We present a mobile crowdsensing system to achieve the fine-grained quality control, and formulate the problem of maximizing the social cost such that the fine-grained ability requirement of all sensing tasks can be satisfied. To stimulate the workers with long-term high quality, we design two ability reputation systems to assess workers’ fine-grained abilities online. The incentive mechanism based on the reverse auction and fine-grained ability reputation system is proposed. We design a greedy algorithm to select the winners and determine the payment based on the bids and fine-grained ability reputation of workers. Through both rigorous theoretical analysis and extensive simulations, we demonstrate that the proposed mechanisms achieve computational efficiency, individual rationality, truthfulness, whitewashing proof, and guaranteed approximation. Moreover, the designed mechanisms show prominent advantage in terms of social cost and average ability achievement ratio.|https://doi.org/10.1016/j.comcom.2021.09.026|https://www.sciencedirect.com/science/article/pii/S0140366421003637||||2021|Towards high quality mobile crowdsensing: Incentive mechanism design based on fine-grained ability reputation|Zhuangye Luo and Jia Xu and Pengcheng Zhao and Dejun Yang and Lijie Xu and Jian Luo|article|LUO2021197|||Computer Communications|01403664||180|||||13681|0,627|Q1|105|616|599|24961|2424|591|4,08|40,52|Netherlands|Western Europe|1978-2020|Computer Networks and Communications (Q1)|6,725|3.167|0.00513|1701805969|550488617
||Big data definition, Small data, Data filtering, Data reduction||1-13|Principles and Practice of Big Data (Second Edition)|Big Data is not synonymous with lots and lots of data. Useful Big Data resources adhere to a set of data management principles that are fundamentally different from the traditional practices followed for small data projects. The areas of difference include: data collection; data annotation (including metadata and identifiers); location and distribution of stored data; classification of data; data access rules; data curation; data immutability; data permanence; verification and validity methods for the contained data; analytic methods; costs; and incumbent legal, social, and ethical issues. Skilled professionals who are adept in the design and management of small data resources may be unprepared for the unique challenges posed by Big Data. This chapter is an introduction to topics that will be fully explained in later chapters.|https://doi.org/10.1016/B978-0-12-815609-4.00001-7|https://www.sciencedirect.com/science/article/pii/B9780128156094000017||Academic Press|978-0-12-815609-4|2018|1 - Introduction|Jules J. Berman|incollection|BERMAN20181|||||||||Second Edition|Jules J. Berman|||||||||||||||||||1702971591|42
EuroPLoP '20|Virtual Event, Germany||25||Proceedings of the European Conference on Pattern Languages of Programs 2020|Remote Application Programming Interfaces (APIs) are used in almost any distributed system today, for instance in microservices-based systems, and are thus enablers for many digitalization efforts. API design not only impacts whether software provided as a service is easy and efficient to develop applications with, but also affects the long term evolution of the software system. In general, APIs are responsible for providing remote and controlled access to the functionality provided as services; however, APIs often are also used to expose and share information. We focus on such data-related aspects of microservice APIs in this paper. Depending on the life cycle of the information published through the API, its mutability and the endpoint role, data-oriented APIs can be designed following patterns such as Operational Data Holder, Master Data Holder, Reference Data Holder, Data Transfer Holder, and Link Lookup Resource. Known uses and examples of the patterns are drawn from public Web APIs as well as application development and integration projects we have been involved in.|10.1145/3424771.3424821|https://doi.org/10.1145/3424771.3424821|New York, NY, USA|Association for Computing Machinery|9781450377690|2020|Data-Oriented Interface Responsibility Patterns: Types of Information Holder Resources|"\"Zimmermann, Olaf and Pautasso, Cesare and L\"\"{u}bke, Daniel and Zdun, Uwe and Stocker, Mirko\""|inproceedings|10.1145/3424771.3424821|11||||||||||||||||||||||||||||1703409998|42
||Temperature sensors;Temperature distribution;Temperature measurement;Temperature control;Predictive models;Data models;Cooling;Mass concrete temperature;big data processing technology;CART prediction model||32845-32854||Due to the influence of temperature changes or temperature gradients in the construction process of mass concrete, temperature cracks will occur in the concrete. In order to achieve a reasonable prediction of the temperature change of the mass concrete during the construction process and accurately obtain the temperature change trend, this paper attempts to construct a CART prediction model based on the big data processing technology based on the characteristics of the temperature change of the mass concrete. This paper introduces in detail how to use data processing methods such as outlier identification, missing value filling and random error elimination to improve data quality, as well as the method for constructing the CART prediction model, and combines engineering examples to demonstrate the feasibility of the model method. The results show that the model and method can better predict the temperature change of mass concrete. It has high prediction accuracy and can provide necessary guidance for practical engineering.|10.1109/ACCESS.2022.3161556|||||2022|Research on CART Model of Mass Concrete Temperature Prediction Based on Big Data Processing Technology|Baoyu, Li and Guoxing, Li and Guiyu, Wang and Guofeng, Zhang and Man, Yang|article|9739736|||IEEE Access|21693536||10|||||21100374601|0,587|Q1|127|18036|24267|771081|116691|24200|4,48|42,75|United States|Northern America|2013-2020|Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2)|105,968|3.367|0.15396|1704581511|1905633267
SIGMOD '13|New York, New York, USA|data streams, data warehousing, real-time analytics|4|949–952|Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data||10.1145/2463676.2465337|https://doi.org/10.1145/2463676.2465337|New York, NY, USA|Association for Computing Machinery|9781450320375|2013|Data Stream Warehousing|Golab, Lukasz and Johnson, Theodore|inproceedings|10.1145/2463676.2465337|||||||||||||||||||||||||||||1708525827|42
DEBS '21|Virtual Event, Italy|stream mining, machine and deep learning, edge analytics, cloud analytics, data stream analysis|11|103–113|Proceedings of the 15th ACM International Conference on Distributed and Event-Based Systems|The explosive increase in volume, velocity, variety, and veracity of data generated by distributed and heterogeneous nodes such as IoT and other devices, continuously challenge the state of art in big data processing platforms and mining techniques. Consequently, it reveals an urgent need to address the ever-growing gap between this expected exascale data generation and the extraction of insights from these data. To address this need, this position paper proposes Stream to Cloud &amp; Edge (S2CE), a first of its kind, optimized, multi-cloud and edge orchestrator, easily configurable, scalable, and extensible. S2CE will enable machine and deep learning over voluminous and heterogeneous data streams running on hybrid cloud and edge settings, while offering the necessary functionalities for practical and scalable processing: data fusion and preprocessing, sampling and synthetic stream generation, cloud and edge smart resource management, and distributed processing.|10.1145/3465480.3466926|https://doi.org/10.1145/3465480.3466926|New York, NY, USA|Association for Computing Machinery|9781450385558|2021|S2CE: A Hybrid Cloud and Edge Orchestrator for Mining Exascale Distributed Streams|Kourtellis, Nicolas and Herodotou, Herodotos and Grzenda, Maciej and Wawrzyniak, Piotr and Bifet, Albert|inproceedings|10.1145/3465480.3466926|||||||||||||||||||||||||||||1708587061|42
PETRA '16|Corfu, Island, Greece|Huntington's disease, Big Data, Machine Learning, Missing values, Health care|4||Proceedings of the 9th ACM International Conference on PErvasive Technologies Related to Assistive Environments|In our ever more complex world, the field of analytics has dramatically increased its importance. Gut feeling is no longer sufficient in decision making, but intuition has to be combined with support from the huge amount of data available today. Even if the amount of data is enormous, the quality of the data is not always good. Problems arise in at least two situations: i) the data is imprecise by nature and ii) the data is incomplete (or there are missing parts in the data set). Both situations are problematic and need to be addressed appropriately. If these problems are solved, applications are to be found in various interesting fields. We aim at achieving significant methodology development as well as creative solutions in the domain of medicine, information systems and risk management. This paper sets focus especially on missing data problems in the field of medicine when presenting a new project in its very first phase.|10.1145/2910674.2935861|https://doi.org/10.1145/2910674.2935861|New York, NY, USA|Association for Computing Machinery|9781450343374|2016|A New Application of Machine Learning in Health Care|"\"Bj\"\"{o}rk, Kaj-Mikael and Eirola, Emil and Miche, Yoan and Lendasse, Amaury\""|inproceedings|10.1145/2910674.2935861|49||||||||||||||||||||||||||||1708614156|42
||3D imaging, Big data, Genomic expression, Healthcare technology, Medical sensors, Personal medical information, Radiology images||127-143|Terahertz Biomedical and Healthcare Technologies|This chapter is mainly focused on the development of big data analytics in terahertz healthcare technology. In today's world, “big data” is a very familiar term, but the way it is interpreted is modified day by day. Healthcare is one aspect in which big data can be utilized to improve the overall system of healthcare, as, in the context of healthcare, the three primary “V's” of big data definition, volume, variety, and velocity, are very well suited. According to big data analysts, error-free analysis and outcome are ensured from big data, but this is really difficult for medical data due to the issues regarding the data quality. The final V related to big data is value, i.e., how much leverage the data can provide. Thus we can conclude that healthcare is a much preferred area for expert big data analysis. But there are several challenges to be faced in every aspect, starting from data collection to storage, analysis, prediction, etc. The main challenge is the unstructured nature of the data and the organizations from where the data are collected, following no standardized rules, which forms a big gap in the processing of information. Also, a huge investment is required for resources such as high-level expertise, knowledge, technologies used for data analytics, common data warehouses (for obtaining homogeneous data), etc. Despite having so many obstructions, big data analytics has already started growing rapidly in the healthcare sector.|https://doi.org/10.1016/B978-0-12-818556-8.00007-0|https://www.sciencedirect.com/science/article/pii/B9780128185568000070||Elsevier|978-0-12-818556-8|2020|Chapter 7 - A Framework Development on Big Data Analytics for Terahertz Healthcare|Debashis Das and Chinmay Chakraborty and Sourav Banerjee|incollection|DAS2020127||||||||||Amit Banerjee and Basabi Chakraborty and Hiroshi Inokawa and Jitendra {Nath Roy}|||||||||||||||||||1708881201|42
||Big data analytics, Tourism destination, Destination management information system, Business intelligence, Data mining, Online Analytical Processing (OLAP)||198-209||This paper presents a knowledge infrastructure which has recently been implemented as a genuine novelty at the leading Swedish mountain tourism destination, Åre. By applying a Business Intelligence approach, the Destination Management Information System Åre (DMIS-Åre) drives knowledge creation and application as a precondition for organizational learning at tourism destinations. Schianetz, Kavanagh, and Lockington’s (2007) concept of the ‘Learning Tourism Destination’ and the ‘Knowledge Destination Framework’ introduced by Höpken, Fuchs, Keil, and Lexhagen (2011) build the theoretical fundament for the technical architecture of the presented Business Intelligence application. After having introduced the development process of indicators measuring destination performance as well as customer behaviour and experience, the paper highlights how DMIS-Åre can be used by tourism managers to gain new knowledge about customer-based destination processes focused on pre- and post-travel phases, like “Web-Navigation”, “Booking” and “Feedback”. After a concluding discussion about the various components building the prototypically implemented BI-based DMIS infrastructure with data from destination stakeholders, the agenda of future research is sketched. The agenda considers, for instance, the application of real-time Business Intelligence to gain real-time knowledge on tourists’ on-site behaviour at tourism destinations.|https://doi.org/10.1016/j.jdmm.2014.08.002|https://www.sciencedirect.com/science/article/pii/S2212571X14000353||||2014|Big data analytics for knowledge generation in tourism destinations – A case from Sweden|Matthias Fuchs and Wolfram Höpken and Maria Lexhagen|article|FUCHS2014198|||Journal of Destination Marketing & Management|2212571X|4|3|||||21100228536|1,703|Q1|39|90|237|7390|1757|237|7,14|82,11|United Kingdom|Western Europe|2012-2020|Business and International Management (Q1); Marketing (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)||||1710332666|1131381100
||Analytical models;Area measurement;Government;Energy measurement;Medical services;Big Data;Data models;Big Data;Quality;Quality Models;Data Quality;Big Data Application;The 7v's Of Big Data||811-815|2021 International Conference on Information Technology (ICIT)|In this time the big data became an important part of all areas, it can be used in multiple industrials such as banking, education, government, networking, energy, health care, etc. So, because of that the huge amount of data became have problems or unnecessary data, and so that comes from the difficulty of measure the quality of these data. In this research we show the quality characteristic that can be help to increase the efficiency of quality measurement process of BDA by comparing it with other quality model of BDA and applying it on the 7V's of big data.|10.1109/ICIT52682.2021.9491629|||||2021|Recent Quality Models in BigData Applications|Hattawi, Waleed and Shaban, Sameeh and Shawabkah, Aon Al and Alzu’bi, Shadi|inproceedings|9491629||July|||||||||||||||||||||||||||1713968620|42
SAC '20|Brno, Czech Republic|software framework, big data, character computing, psychology, data collection|8|1906–1913|Proceedings of the 35th Annual ACM Symposium on Applied Computing|Data, and its collection, is one core aspect of technology and research, nowadays. Various scientific disciplines are interested in collecting human data in practically any context (at home, at work, during leisure time). For example, experts from the field of Psychology design studies for reliable and valid data collection in the laboratory and in the wild. We propose a generic platform for data-collection software development to be used by scientists without a programming background. This is done by adapting a basic Unity project through a configuration file provided by the platform users through an easy to use user interface. The scientific user can adapt and rearrange pre-defined data collection modules targeting a desired research question, implement it as application within the data collection platform and use and manage the application for data collection and later data analysis. As a proof of concept, the platform was embedded with build-in application modules for wide-spread Psychology data collection experiments. The versatility of the platform was tested by creating three diverse prototypical applications. Finally, the usability of the proposed platform evaluated using the System Usability Scale obtained high usability results. The robust module-based nature of the platform architecture makes is possible to create a various range of of psychologically-proven applications with different features to be decided by the researcher. This holds true for both the development phase of the applications, as well as, for after deployment.|10.1145/3341105.3373989|https://doi.org/10.1145/3341105.3373989|New York, NY, USA|Association for Computing Machinery|9781450368667|2020|AppGen: A Framework for Automatic Generation of Data Collection Apps|Alaa, Mostafa and Bolock, Alia El and Abas, Mostafa and Abdennadher, Slim and Herbert, Cornelia|inproceedings|10.1145/3341105.3373989|||||||||||||||||||||||||||||1714563366|42
||Big Data, Laboratory medicine, Machine learning, Direct-to-consumer testing, DTC, Harmonization||51-59|||https://doi.org/10.1016/j.cll.2019.11.009|https://www.sciencedirect.com/science/article/pii/S0272271219300927||||2020|Big Data Everywhere: The Impact of Data Disjunction in the Direct-to-Consumer Testing Model|Emily L. Gill and Stephen R. Master|article|GILL202051|||Clinics in Laboratory Medicine|02722712|1|40||Direct-to-Consumer Testing: The Role of Laboratory Medicine|||||||||||||||||||||1716022398|130738896
||Open data, Data quality||150-154||Open data aims to unlock the innovation potential of businesses, governments, and entrepreneurs, yet it also harbours significant challenges for its effective use. While numerous innovation successes exist that are based on the open data paradigm, there is uncertainty over the data quality of such datasets. This data quality uncertainty is a threat to the value that can be generated from such data. Data quality has been studied extensively over many decades and many approaches to data quality management have been proposed. However, these approaches are typically based on datasets internal to organizations, with known metadata, and domain knowledge of the data semantics. Open data, on the other hand, are often unfamiliar to the user and may lack metadata. The aim of this research note is to outline the challenges in dealing with data quality of open datasets, and to set an agenda for future research to address this risk to deriving value from open data investments.|https://doi.org/10.1016/j.ijinfomgt.2017.01.003|https://www.sciencedirect.com/science/article/pii/S0268401216309021||||2017|Open data: Quality over quantity|Shazia Sadiq and Marta Indulska|article|SADIQ2017150|||International Journal of Information Management|02684012|3|37|||||15631|2,770|Q1|114|224|382|20318|5853|373|16,16|90,71|United Kingdom|Western Europe|1970, 1986-2021|Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Marketing (Q1)|12,245|14.098|0.01167|1716420446|747927863
||Web services;Collaboration;Big data;Quality of service;Recommender systems;Scalability;Web Service;Big Data;Recommender System;MapReduce;Hadoop||1-4|2015 International Conference on Circuits, Power and Computing Technologies [ICCPCT-2015]|Web Services play a vital role in e-commerce and e-business applications. A WS (Web Service) application is interoperable and can work on any platform i.e.; platform independent, large scale distributed systems can be established easily. A Recommender System is a precious tool for providing appropriate recommendations to all users in a Hotel Reservation Website. User based, Top k and profile based approaches are used in collaborative filtering algorithm which does not provide personalized results to the users and inefficiency and scalability problem also occurs due to the increase in the size of large datasets. To address the above mentioned challenges, a Valence-Arousal Similarity based Recommendation Services, called VAS based RS, is proposed. Our proposed mechanism aims to presents a personalized service recommendation list and recommending the most suitable service to the end users. Moreover, it classifies the positive and negative preferences of the users from their reviews to improve the prediction accuracy. For improve its efficiency and scalability in big data environment, VAS based RS is implemented using collaborative filtering algorithm on MapReduce parallel processing paradigm in Hadoop, a widely-adopted distributed computing platform.|10.1109/ICCPCT.2015.7159309|||||2015|Valence arousal similarity based recommendation services|Subhashini, R. and Akila, G|inproceedings|7159309||March|||||||||||||||||||||||||||1717616329|42
||privacy-preserving computing, machine learning, Federated learning, data security, decentralized AI, user privacy, responsible AI, blockchain|22|||With the rapid advances of Artificial Intelligence (AI) technologies and applications, an increasing concern is on the development and application of responsible AI technologies. Building AI technologies or machine-learning models often requires massive amounts of data, which may include sensitive, user private information to be collected from different sites or countries. Privacy, security, and data governance constraints rule out a brute force process in the acquisition and integration of these data. It is thus a serious challenge to protect user privacy while achieving high-performance models. This article reviews recent progress of federated learning in addressing this challenge in the context of privacy-preserving computing. Federated learning allows global AI models to be trained and used among multiple decentralized data sources with high security and privacy guarantees, as well as sound incentive mechanisms. This article presents the background, motivations, definitions, architectures, and applications of federated learning as a new paradigm for building privacy-preserving, responsible AI ecosystems.|10.1145/3485875|https://doi.org/10.1145/3485875|New York, NY, USA|Association for Computing Machinery||2021|Toward Responsible AI: An Overview of Federated Learning for User-Centered Privacy-Preserving Computing|Yang, Qiang|article|10.1145/3485875|32|oct|ACM Trans. Interact. Intell. Syst.|21606455|3–4|11|December 2021||||||||||||||||||||||1720936418|668229522
ICEGOV 2020|Athens, Greece|Governance, Artificial Intelligence, Policies, Miles and Snow, Digitalization, Public Sector, Strategic Types, Strategy|10|44–53|Proceedings of the 13th International Conference on Theory and Practice of Electronic Governance|"\"This article aims to provide an interpretive display of the strategic stance toward innovation enabled by Artificial Intelligence (AI) of different governments based in Europe. The analysis includes the European Union (EU), some of its members as well as a non-member country, which we argue presents interesting characteristics. Based on a comprehensive analysis of a corpus of documents, which includes national strategies, external reports as well as web resources, the different countries considered in this article are subsequently classified using as interpretive lens, among other frameworks, the strategic types identified by Miles and Snow (defender, prospector, analyzer, reactor). The results show a prevalence of a \"\"prospector\"\" stance, interested in differentiation and the search of novelty. However, the results also show that similar strategic types may be driven by different values as well as governance orientation among the considered countries, thus leading to different potential ways to implement the expected AI-enabled innovation.\""|10.1145/3428502.3428508|https://doi.org/10.1145/3428502.3428508|New York, NY, USA|Association for Computing Machinery|9781450376747|2020|Governments' Strategic Stance toward Artificial Intelligence: An Interpretive Display on Europe|Viscusi, Gianluigi and Collins, Aengus and Florin, Marie-Valentine|inproceedings|10.1145/3428502.3428508|||||||||||||||||||||||||||||1726841190|42
||deep learning, Generative adversarial networks, privacy and security|38|||Generative Adversarial Networks (GANs) have promoted a variety of applications in computer vision and natural language processing, among others, due to its generative model’s compelling ability to generate realistic examples plausibly drawn from an existing distribution of samples. GAN not only provides impressive performance on data generation-based tasks but also stimulates fertilization for privacy and security oriented research because of its game theoretic optimization strategy. Unfortunately, there are no comprehensive surveys on GAN in privacy and security, which motivates this survey to summarize systematically. The existing works are classified into proper categories based on privacy and security functions, and this survey conducts a comprehensive analysis of their advantages and drawbacks. Considering that GAN in privacy and security is still at a very initial stage and has imposed unique challenges that are yet to be well addressed, this article also sheds light on some potential privacy and security applications with GAN and elaborates on some future research directions.|10.1145/3459992|https://doi.org/10.1145/3459992|New York, NY, USA|Association for Computing Machinery||2021|Generative Adversarial Networks: A Survey Toward Private and Secure Applications|Cai, Zhipeng and Xiong, Zuobin and Xu, Honghui and Wang, Peng and Li, Wei and Pan, Yi|article|10.1145/3459992|132|jul|ACM Comput. Surv.|03600300|6|54|July 2022||||23038|2,079|Q1|163|112|365|15859|6978|365|19,16|141,60|United States|Northern America|1969-2020|Computer Science (miscellaneous) (Q1); Theoretical Computer Science (Q1)|10,790|10.282|0.01438|1728202927|1517405264
AIEE 2022|Bangkok, Thailand|On-line monitoring, Anomaly detection, Dissolved gases in oil, Time series, Hierarchical agglomerative cluster|5|65–69|2022 The 3rd International Conference on Artificial Intelligence in Electronics Engineering|Dissolved gases in oil analysis has been a significant conventional condition detection method for condition evaluation for power transformers. But false data and wrong data do exist in DGA on-line monitoring system, which often lead to misjudgment. To handle this problem, the monitoring system often uses a threshold method based on data distribution statistics to determine the authenticity of the data. However, it is difficult to grasp the rules of the data distribution in advance, resulting in the problem of generally low detection rate of abnormal data. In this paper, according to the time series characteristics of on-line monitoring data of DGA, an abnormal data detection method based on condensed hierarchical clustering is proposed. First, the sliding time window is used to preprocess a variety of oil gas monitoring data to obtain a time series set of monitoring data, and comprehensively apply statistical indicators to classify them and establish Typical time series map; on this basis, the agglomerated hierarchical clustering model is used to perform similarity clustering on the distance between different characteristic data points and the typical abnormal map to determine the abnormal type of the monitoring data. The verification of the application of actual monitoring data shows that this method can detect data anomalies in the online monitoring data stream and determine its type in real time.|10.1145/3512826.3512840|https://doi.org/10.1145/3512826.3512840|New York, NY, USA|Association for Computing Machinery|9781450395489|2022|Research on Anomaly Detection Method of Online Monitoring Data of Dissolved Gas in Transformer Oil|Yang, Xiaohui and Guo, Chenxi and Ren, Huan and Dong, Ming|inproceedings|10.1145/3512826.3512840|||||||||||||||||||||||||||||1728309736|42
