series|location|keywords|numpages|pages|booktitle|abstract|doi|url|address|publisher|isbn|year|title|author|type_publication|ID|articleno|month|journal|issn|number|volume|issue_date|note|edition|editor|Sourceid|SJR|SJR_Best_Quartile|H_index|Total_Docs_2020|Total_Docs_3years|Total_Refs|Total_Cites_3years|Citable_Docs_3years|Cites_Doc_2years|Ref_Doc|Country|Region|Coverage|Categories|Total_Cites|Journal_Impact_Factor|Eigenfactor_Score|id_title|id_issn
||Energy modelling, Climate policy, Energy policy, Decarbonisation, Energy data, Big data||991-1002||Energy economy models are central to decision making on energy and climate issues in the 21st century, such as informing the design of deep decarbonisation strategies under the Paris Agreement. Designing policies that are aimed at achieving such radical transitions in the energy system will require ever more in-depth modelling of end-use demand, efficiency and fuel switching, as well as an increasing need for regional, sectoral, and agent disaggregation to capture technological, jurisdictional and policy detail. Building and using these models entails complex trade-offs between the level of detail, the size of the system boundary, and the available computing resources. The availability of data to characterise key energy system sectors and interactions is also a key driver of model structure and parameterisation, and there are many blind spots and design compromises that are caused by data scarcity. We may soon, however, live in a world of data abundance, potentially enabling previously impossible levels of resolution and coverage in energy economy models. But while big data concepts and platforms have already begun to be used in a number of selected energy research applications, their potential to improve or even completely revolutionise energy economy modelling has been almost completely overlooked in the existing literature. In this paper, we explore the challenges and possibilities of this emerging frontier. We identify critical gaps and opportunities for the field, as well as developing foundational concepts for guiding the future application of big data to energy economy modelling, with reference to the existing literature on decision making under uncertainty, scenario analysis and the philosophy of science.|https://doi.org/10.1016/j.apenergy.2019.02.002|https://www.sciencedirect.com/science/article/pii/S0306261919302922||||2019|Prospects for energy economy modelling with big data: Hype, eliminating blind spots, or revolutionising the state of the art?|Francis G.N. Li and Chris Bataille and Steve Pye and Aidan O'Sullivan|article|LI2019991|||Applied Energy|03062619||239|||||28801|3,035|Q1|212|1729|5329|100144|56804|5304|10,59|57,92|United Kingdom|Western Europe|1975-2020|Building and Construction (Q1); Energy (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1)|122,712|9.746|0.15329|1293340661|892883729
SIGMIS-CPR'20|Nuremberg, Germany|big data, predictive analytics, challenges, supply chain management, transport logistics|8|144–151|Proceedings of the 2020 on Computers and People Research Conference|The field of Predictive Analytics (PA) provides the possibility to utilize large amounts of data to improve forecasting, data-driven decision-making, and competitive advantage. Especially the transport logistics sector, which is characterized by high business-related uncertainties, time-sensitivity, and volatility, highly benefits from accurate resource and production planning. While success factors and framework conditions of applying PA are well-investigated on a theoretical SCM level, findings on internal and external challenges of transport logistics organizations remain scarce. Therefore, based on a multiple case approach, this study offers in-depth insights into six real-world cases of freight forwarders, ocean carriers, and air carriers. The results uncover both internal and external challenges. From the internal perspective, the biggest challenges are related to the technical implementation including the acquisition of globally generated, internal and external data and its harmonization. In addition, stakeholder management and target setting impede the development of PA. Regarding external challenges, relational and external conditions hamper the application. Therefore, especially actions of third-party institutions in terms of standardization and security enhancements are required. This study contributes to the existing literature in various ways as the systematic identification addresses real-world issues of PA in the neglected but crucial area of transport logistics, discussing urgent research needs and highlighting potential solutions. Additionally, the results offer valuable guidance for managers when implementing PA in transport logistics.|10.1145/3378539.3393864|https://doi.org/10.1145/3378539.3393864|New York, NY, USA|Association for Computing Machinery|9781450371308|2020|Challenges of Applying Predictive Analytics in Transport Logistics|Birkel, Hendrik and Kopyto, Matthias and Lutz, Corinna|inproceedings|10.1145/3378539.3393864|||||||||||||||||||||||||||||1298663405|42
IMIP '21|Tianjin, China|Sharing, Opening, Healthcare big data, Grading, Classification|6|116–121|2021 3rd International Conference on Intelligent Medicine and Image Processing|This paper expounds the connotations and features of healthcare big data, as well as the concepts and logical relations for its classification, grading, sharing and opening. It also summarizes overseas policies related thereto and their status quo, and emphatically introduces main policies, laws, regulations and national standards regarding the classification, grading, sharing and opening of healthcare big data in China, as well as practices in three places represented by Shandong Province, Guangdong Province and Fuzhou. Finally, principles and practical suggestions for the classification, grading, sharing and opening of healthcare big data were proposed based on current polices, regulations and standards|10.1145/3468945.3468964|https://doi.org/10.1145/3468945.3468964|New York, NY, USA|Association for Computing Machinery|9781450390057|2021|An Empirical Study on the Classification, Grading, Sharing and Opening of Healthcare Big Data Based on Current Policies and Standards|Hou, Hanfang and Fu, Qiang and Zhang, Yang|inproceedings|10.1145/3468945.3468964|||||||||||||||||||||||||||||1301312784|42
||Internet of things, Systematic survey, Big data, Data mining||19-47||In recent years, the Internet of Things (IoT) has emerged as a new opportunity. Thus, all devices such as smartphones, transportation facilities, public services, and home appliances are used as data creator devices. All the electronic devices around us help our daily life. Devices such as wrist watches, emergency alarms, and garage doors and home appliances such as refrigerators, microwaves, air conditioning, and water heaters are connected to an IoT network and controlled remotely. Methods such as big data and data mining can be used to improve the efficiency of IoT and storage challenges of a large data volume and the transmission, analysis, and processing of the data volume on the IoT. The aim of this study is to investigate the research done on IoT using big data as well as data mining methods to identify subjects that must be emphasized more in current and future research paths. This article tries to achieve the goal by following the conference and journal articles published on IoT-big data and also IoT-data mining areas between 2010 and August 2017. In order to examine these articles, the combination of Systematic Mapping and literature review was used to create an intended review article. In this research, 44 articles were studied. These articles are divided into three categories: Architecture & Platform, framework, and application. In this research, a summary of the methods used in the area of IoT-big data and IoT-data mining is presented in three categories to provide a starting point for researchers in the future.|https://doi.org/10.1016/j.comnet.2018.04.001|https://www.sciencedirect.com/science/article/pii/S1389128618301579||||2018|Systematic survey of big data and data mining in internet of things|Shabnam Shadroo and Amir Masoud Rahmani|article|SHADROO201819|||Computer Networks|13891286||139|||||26811|0,798|Q1|135|383|896|19762|4981|877|5,93|51,60|Netherlands|Western Europe|1977-1984, 1989-1990, 1996-2020|Computer Networks and Communications (Q1)|11,644|4.474|0.00957|1302685098|424954694
BiDEDE '22|Philadelphia, Pennsylvania|digital twin, consistency checking, industry 4.0|7||Proceedings of The International Workshop on Big Data in Emergent Distributed Environments|An essential component of today's industry is data, which is generated during manufacturing. The goal of industry 4.0 is efficient collection, processing and analysis of this data. In our work, we address these three tasks and present an extensible system to solve them. To the best of our knowledge, the combination of a consistency checker (CC) for data preparation and a digital twin (DT) for analysis activities represents a novel approach. Consistency checking in combination with a DT leads to increased data quality, which in turn has a positive effect on analyses, like reducing errors to decrease costs, identifying relevant parameters to increase the productivity, and determining the bottleneck of a manufacturing line for enhanced production planning.|10.1145/3530050.3532928|https://doi.org/10.1145/3530050.3532928|New York, NY, USA|Association for Computing Machinery|9781450393461|2022|Enhancing Data Quality and Process Optimization for Smart Manufacturing Lines in Industry 4.0 Scenarios|Paasche, Simon and Groppe, Sven|inproceedings|10.1145/3530050.3532928|9||||||||||||||||||||||||||||1304848608|42
DSMM'16|San Francisco, CA, USA|data integrity, supervisory data, investment advisers, hedge funds, ontologies, knowledge representation, data integration, Financial regulation|6||Proceedings of the Second International Workshop on Data Science for Macro-Modeling|Form PF, mandated by the 2010 Dodd-Frank Act, is financial regulators' primary source for supervisory data on the risk exposures of hedge funds. Investment advisers use the Securities and Exchange Commission's (SEC) Form ADV to register, and then submit Form PF to report on each of the funds that they advise. These forms embed significant internal structure that is amenable to knowledge representation via formal ontologies, which would facilitate key tasks, such as data integration and the assurance of data integrity. We argue that ontologies should be a core and integral component of information management for financial regulatory reporting. We have tested the approach by designing, developing, and integrating ontologies in OWL/RDF in prototype to consistently describe Form ADV and Form PF with precise semantics. Preliminary results indicate that this technique is feasible in practice for data search and analysis, and will yield useful functionality. We also outline directions for future research.|10.1145/2951894.2951901|https://doi.org/10.1145/2951894.2951901|New York, NY, USA|Association for Computing Machinery|9781450344074|2016|An Ontology of Form PF|Fan, Liju and Flood, Mark D.|inproceedings|10.1145/2951894.2951901|9||||||||||||||||||||||||||||1305620502|42
||5G healthcare, Deep learning, Big data, Human disease prediction||401-420|Blockchain Applications for Healthcare Informatics|The importance of healthcare technologies has been made clear in the current pandemic. Healthcare informatics plays an important role in facilitating healthcare and providing healthcare services in real time. Healthcare informatics has developed from Healthcare 1.0 to Healthcare 4.0 in the last few decades. The data generated from the various sources are stored as electronic health record. These data are collected in different forms and formats. The inconsistent data could be handled using various techniques of big data. The information obtained from big data analytics can be used for the prediction of diseases or conditions using artificial intelligence, machine learning, and deep learning techniques. 5G plays an important role in healthcare informatics by enabling real-time remote monitoring and improving augmented reality, virtual reality, and spatial computing. With 5G technologies, a large number of devices can be connected using high-performance computing over large distances to provide healthcare services. Blockchain is applied in healthcare for health record management, insurance claims, drug tracking, authentication, and ensuring the integrity of medical data. Deep learning techniques can be applied to ever-changing data for the detection and prevention of disease. For the classification challenge, deep convolutional neural networks using pictures of diseased regions are often utilized. In many research techniques, AlexNet and GoogLeNet have been utilized to identify plant diseases. This chapter discusses the state of the art for detecting human sickness as well as the associated 5G healthcare framework for improving it.|https://doi.org/10.1016/B978-0-323-90615-9.00016-5|https://www.sciencedirect.com/science/article/pii/B9780323906159000165||Academic Press|978-0-323-90615-9|2022|18 - 5G-enabled deep learning-based framework for healthcare mining: State of the art and challenges|Rahil Parmar and Dhruval Patel and Naitik Panchal and Uttam Chauhan and Jitendra Bhatia|incollection|PARMAR2022401||||||||||Sudeep Tanwar|||||||||||||||||||1305854887|42
||Big data, Classification, Contingency analysis, Critical, Data collection, Data mining, Data processing, Data visualization, Decision tree, Different load conditions, Energy systems, Machine learning, Non critical, Powersystem, Semi critical, Severity prediction, Structured data, Testing data set, Training data set, Voltage stability, Voltage stability index, Volume of data||151-184|Smart Electrical and Mechanical Systems|This work discusses the use of big data and machine learning to predict the severity of a system breakdown caused by an n−1 transmission line condition. The contingency analysis is a key part of traditional energy management systems. The severity of the line is identified by computing the Line Voltage Stability Index The large amount of data handling will be involved during the contingency study. These data need to be processed and analyzed properly by data handling technique and the use of machine learning tools arrive required information in the system. The severity of transmission lines is predicted and compared using classification approaches. To create large data, MATLAB simulation results will be used and the machine learning tool, Weka is used to analyze the data and forecast transmission line. The standard IEEE 30 bus system is considered to understand the proposed methodology.|https://doi.org/10.1016/B978-0-323-90789-7.00004-X|https://www.sciencedirect.com/science/article/pii/B978032390789700004X||Academic Press|978-0-323-90789-7|2022|Chapter Seven - Role of big data analytic and machine learning in power system contingency analysis|Ravi V. Angadi and Suresh Babu Daram and P.S. Venkataramu|incollection|ANGADI2022151||||||||||Rakesh Sehgal and Neeraj Gupta and Anuradha Tomar and Mukund Dutt Sharma and Vigna Kumaran|||||||||||||||||||1306123791|42
||Meta learning, Machine learning, Microservice, Web-based applications, Big data||100432||For a given specific machine learning task, very often several machine learning algorithms and their right configurations are tested in a trial-and-error approach, until an adequate solution is found. This wastes human resources for constructing multiple models, requires a data analytics expert and is time-consuming. Meta learning addresses these problems and supports non-expert users by recommending a promising learning algorithm based on meta features computed from a given dataset. In the present paper, a new concept for enhancing the predictive performance of meta learning classification models by generating new meta examples is introduced. Our concept is realized and evaluated in a microservice-based meta learning framework. This framework makes use of a powerful Big Data software stack, container visualization, modern web technologies and a microservice architecture. In this demonstration and for evaluation purpose, time series model selection is taken as a use case for applying meta learning. It is shown that the proposed microservice-based meta learning framework introduces an excellent performance in assigning the adequate forecasting model for the chosen time series datasets. Moreover, our new concept for generating new meta examples enhances the predictive performance of the meta learner up to 16.77% and 27.07% in the case of using the original and encoded representation forms of meta features respectively. The recommendation of the most appropriate forecasting model results in a well acceptable low framework overhead demonstrating that the framework can provide an efficient approach to solve the problem of model selection in the context of Big Data.|https://doi.org/10.1016/j.iot.2021.100432|https://www.sciencedirect.com/science/article/pii/S2542660521000767||||2021|An extended Meta Learning Approach for Automating Model Selection in Big Data Environments using Microservice and Container Virtualizationz Technologies|Shadi Shahoud and Moritz Winter and Hatem Khalloof and Clemens Duepmeier and Veit Hagenmeyer|article|SHAHOUD2021100432|||Internet of Things|25426605||16|||||||||||||||||||||||1306376674|2077936548
||Clustering algorithms;Big Data;Quality of service;Monitoring;Reliability;Optimization;Service Identification;User Requirements;PSO Algorithm;Quality of Experience (QoE)||800-807|2017 IEEE International Conference on Web Services (ICWS)|Service identification meets with new challenges with overwhelming rise of categories and numbers of services in big data scenarios. Most of the current service identification approaches have paid little attention to the granularity of indicator for service identification, neither do they provide with any trustworthy monitoring mechanism during the process of service identification. To address the problems above, we propose a user requirements based service identification approach for big data (URBSI-BD). In the proposed URBSI-BD, we firstly cluster massive services with BIRCH clustering algorithm to obtain a number of service sets. We then employ PSO algorithm with MapReduce mechanism to achieve a fine-grained evaluation of indicator for service identification. Based on the integration, candidate services which can better meet with user requirements will be selected. Finally, we use Beth trust model on the quality of experience of users and set up a monitoring mechanism to better obtain required services. Simulation results and analysis demonstrate that the proposed approach has better performance in service identification compared with other current approaches in big data scenarios.|10.1109/ICWS.2017.11|||||2017|User Requirements Based Service Identification for Big Data|Wang, Haiyan and Zhang, Han|inproceedings|8029838||June|||||||||||||||||||||||||||1307000243|42
||data quality, referential integrity, system of origination, data profiling||32-43|Information Management|We might as well not do any data storage if we are not storing and passing high quality data. This chapter defines data quality and a program to maintain high standards throughout the enterprise.|https://doi.org/10.1016/B978-0-12-408056-0.00004-7|https://www.sciencedirect.com/science/article/pii/B9780124080560000047|Boston|Morgan Kaufmann|978-0-12-408056-0|2014|Chapter Four - Data Quality: Passing the Standard|William McKnight|incollection|MCKNIGHT201432||||||||||William McKnight|||||||||||||||||||1308348527|42
||||303-304|||https://doi.org/10.1016/j.dhjo.2015.04.003|https://www.sciencedirect.com/science/article/pii/S1936657415000515||||2015|What are the implications of the big data paradigm shift for disability and health?|Suzanne McDermott and Margaret A. Turk|article|MCDERMOTT2015303|||Disability and Health Journal|19366574|3|8|||||11300153406|0,967|Q1|36|132|307|4567|796|278|2,29|34,60|United States|Northern America|2008-2020|Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)|2,139|2.554|0.00403|1312805021|326697304
ICEEL 2018|Bali, Indonesia|Smart campus, Comprehensive evaluation, Campus information portal, Index system|7|73–79|Proceedings of the 2018 2nd International Conference on Education and E-Learning|"\"As the internet wave swept the world, \"\"Internet plus education\"\" came into being. Smart campus design and construction has since become a research hotspot. The Campus Information Portal (CIP) plays an increasingly important role in the management of smart campuses. That is why, conducting a comprehensive evaluation study on the construction level of campus information portals is necessary. By combining CIP's own characteristics and incorporating intelligent needs, a comprehensive evaluation index system for CIP was developed. An Analytic Hierarchy Process (AHP) was used to determine index weights, while a Fuzzy Comprehensive Evaluation (FCE) was used to calculate the quantitative scores of the evaluation objects. We selected 10 representative Chinese universities for a comprehensive CIP evaluation and experimental analysis. We analyze the final results of the study, evaluate the validity of our process and methods and finally provide guidance for the construction of a smart campus information portal.\""|10.1145/3291078.3291083|https://doi.org/10.1145/3291078.3291083|New York, NY, USA|Association for Computing Machinery|9781450365772|2018|Evaluation of the Smart Campus Information Portal|Zhicheng, Dai and Feng, Liu|inproceedings|10.1145/3291078.3291083|||||||||||||||||||||||||||||1313006621|42
||class separability index, time series dynamics, ordinal patterns transformation, Internet of Things, Bandt-Pompe transformation, time series classification|30|||This article proposes TSCLAS, a time series classification strategy for the Internet of Things (IoT) data, based on the class separability analysis of their temporal dynamics. Given the large number and incompleteness of IoT data, the use of traditional classification algorithms is not possible. Thus, we claim that solutions for IoT scenarios should avoid using raw data directly, preferring their transformation to a new domain. In the ordinal patterns domain, it is possible to capture the temporal dynamics of raw data to distinguish them. However, to be applied to this challenging scenario, TSCLAS follows a strategy for selecting the best parameters for the ordinal patterns transformation based on maximizing the class separability of the time series dynamics. We show that our method is competitive compared to other classification algorithms from the literature. Furthermore, TSCLAS is scalable concerning the length of time series and robust to the presence of missing data gaps on them. By simulating missing data gaps as long as 50% of the data, our method could beat the accuracy of the compared classification algorithms. Besides, even when losing in accuracy, TSCLAS presents lower computation times for both training and testing phases.|10.1145/3533049|https://doi.org/10.1145/3533049|New York, NY, USA|Association for Computing Machinery||2022|A Classification Strategy for Internet of Things Data Based on the Class Separability Analysis of Time Series Dynamics|Borges, Jo\~{a}o B. and Ramos, Heitor S. and Loureiro, Antonio A. F.|article|10.1145/3533049|23|jul|ACM Trans. Internet Things|26911914|3|3|August 2022||||||||||||||||||||||1314280771|2142544135
ICCAI '20|Tianjin, China|forecasting, real-time traffic condition, big data, video surveillance system, Urban road system|7|30–36|Proceedings of the 2020 6th International Conference on Computing and Artificial Intelligence|Real-time and reliable traffic flow estimation is the basis of urban traffic management and control. However, the existing research focuses on how to use the historical data of surveillance intersection to predict future traffic conditions. As we know, there are few effective algorithms to infer the real-time traffic state of non-surveillance intersections from limited road surveillance by using traffic information in the urban road system. In this paper, we introduce a new solution to solve the prediction task of traffic flow analysis by using traffic data, especially taxi historical data, traffic network data and intersection historical data. The proposed solution takes advantage of GCN and CGAN, and we improved the Unet to realize an important part of the generator. Then, we capture the relationship between the intersections with surveillance and the intersections without surveillance by floating taxi-cabs covered in the whole city. The framework of CGAN can adjust the weights and enhance the inference ability to generate complete traffic status under current conditions. The experimental results show that our method is superior to other methods on the accuracy of traffic volume inference.|10.1145/3404555.3404621|https://doi.org/10.1145/3404555.3404621|New York, NY, USA|Association for Computing Machinery|9781450377089|2020|Traffic Condition Prediction of Urban Roads Based on Neural Network|Zhu, Ruyi|inproceedings|10.1145/3404555.3404621|||||||||||||||||||||||||||||1314541059|42
JCDL '16|Newark, New Jersey, USA|internet archive, web archiving|2|293–294|Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries|This workshop will explore integration of Web archiving and digital libraries, so the complete life cycle involved is covered: creation/authoring, uploading/publishing in the Web (2.0), (focused) crawling, indexing, exploration (searching, browsing), archiving (of events), etc. It will include particular coverage of current topics of interest, like: big data, mobile web archiving, and systems (e.g., Memento, SiteStory, Hadoop processing).|10.1145/2910896.2926735|https://doi.org/10.1145/2910896.2926735|New York, NY, USA|Association for Computing Machinery|9781450342292|2016|WADL 2016: Third International Workshop on Web Archiving and Digital Libraries|Fox, Edward A. and Xie, Zhiwu and Klein, Martin|inproceedings|10.1145/2910896.2926735|||||||||||||||||||||||||||||1314988767|42
||Time complexity;Clustering algorithms;Algorithm design and analysis;Estimation;Big Data;Data mining;big data;cluster-based best match scanning;data imputation;k-NN||232-238|2017 3rd International Conference on Big Data Computing and Communications (BIGCOM)|High-quality data are the prerequisite for analyzing and using big data to guarantee the value of the data. Missing values in data is a common yet challenging problem in data analytics and data mining, especially in the era of big data. Amount of missing values directly affects the data quality. Therefore, it is critical to properly recover missing values in the dataset. This paper presents a new imputation algorithm called Cluster-based Best Match Scanning (CBMS) designed for Big Data. It is a modification of k-NN imputation. CBMS focuses on recovering continuous numeric missing values, and aims at balancing computational complexity and accuracy. As an imputation algorithm, it can potentially reduce the time complexity of k-NN from O(n^2*d) to O(n^1.5*d), and also reduce the space/memory usage, while perform no worse than k-NN imputation. On top of that CBMS is highly parallelizable.Simulation of CBMS is conducted on smart meter reading data. Data is manually divided into training set and testing set, and testing accuracy is evaluated by computing the mean absolute deviation. Comparison with linear interpolation and k-NN imputation is made to demonstrate the power and effectiveness of our proposed CBMS algorithm.|10.1109/BIGCOM.2017.48|||||2017|Cluster-Based Best Match Scanning for Large-Scale Missing Data Imputation|Yu, Weiqing and Zhu, Wendong and Liu, Guangyi and Kan, Bowen and Zhao, Ting and Liu, He|inproceedings|8113071||Aug|||||||||||||||||||||||||||1316523039|42
||Heuristic algorithms;Remuneration;Real-time systems;Databases;Big Data;data quality management; data currency; dynamic determining||227-242||Data quality is an important aspect in data application and management, and currency is one of the major dimensions influencing its quality. In real applications, datasets timestamps are often incomplete and unavailable, or even absent. With the increasing requirements to update real-time data, existing methods can fail to adequately determine the currency of entities. In consideration of the velocity of big data, we propose a series of efficient algorithms for determining the currency of dynamic datasets, which we divide into two steps. In the preprocessing step, to better determine data currency and accelerate dataset updating, we propose the use of a topological graph of the processing order of the entity attributes. Then, we construct an Entity Query B-Tree (EQB-Tree) structure and an Entity Storage Dynamic Linked List (ES-DLL) to improve the querying and updating processes of both the data currency graph and currency scores. In the currency determination step, we propose definitions of the currency score and currency information for tuples referring to the same entity and use examples to discuss methods and algorithms for their computation. Based on our experimental results with both real and synthetic data, we verify that our methods can efficiently update data in the correct order of currency.|10.23919/TST.2017.7914196|||||2017|Efficient currency determination algorithms for dynamic data|Ding, Xiaoou and Wang, Hongzhi and Gao, Yitong and Li, Jianzhong and Gao, Hong|article|7914196||June|Tsinghua Science and Technology|10070214|3|22|||||25522|0,428|Q1|43|69|200|2169|564|199|2,79|31,43|China|Asiatic Region|2003-2021|Multidisciplinary (Q1)|1,474|2.016|0.00116|1317108871|1752837065
BDE 2019|Hong Kong, Hong Kong|quality data resource integration, standard system, aerospace products, system planning|7|16–22|Proceedings of the 2019 International Conference on Big Data Engineering|"\"The integration and application of aerospace product quality data resources is an important way to carry out quality improvement, quality evaluation and precise management. Standardization is the basis for promoting quality data resources integration. The unified and normative standard system is the guarantee for efficient development of integration standards. Firstly, we analyzed the features of quality data resources according to the status quo of integration. Integration structure of quality data resources in terms of vertical and horizontal integration was proposed by adopting the methods of \"\"decomposition-integration\"\" and \"\"classification-association\"\". Secondly, we constructed a three-dimensions architecture of quality data resource integration using the method of system engineering methodology, from the layer dimension (basis, common, special), technical dimension (description, collection, storage, transmission, processing, comprehensive management) and category dimension (rocket, spacecraft). Thirdly, we worked out 20 lists about basis and common standard by adopting the top-down approach. Some standard development suggestions are proposed based on the characteristics of quality data resources and standard research strategies. Finally, we applied the quality problem data resource standard construction and application to verify the proposed method.\""|10.1145/3341620.3341624|https://doi.org/10.1145/3341620.3341624|New York, NY, USA|Association for Computing Machinery|9781450360913|2019|Study on Standard System of Aerospace Quality Data Resources Integration under the Background of Big Data|Jia, Fengsheng and Gao, Yang and Wang, Yuming|inproceedings|10.1145/3341620.3341624|||||||||||||||||||||||||||||1320723422|42
IPEC '22|Dalian, China||6|225–230|Proceedings of the 3rd Asia-Pacific Conference on Image Processing, Electronics and Computers|In modern society with the good and fast development of mobile e-commerce, the commodity information and the user behavior data accompanying it show an explosive and sudden growth trend, which also leads to the emergence of information overload on the e-commerce platform, and the proposed personalized recommendation system for e-commerce users largely alleviates this problem mentioned above. The personalized recommendation system for e-commerce users aims to solve the information overload of e-commerce platform by analyzing the user behavior data of e-commerce platform, so as to explore the interest preference of e-commerce platform users and make active recommendation of advertising content related to e-commerce platform. Although the research on recommendation algorithms for e-commerce platforms has made great progress, there are still challenges in terms of sparse data, static user features and interpretability of e-commerce platform recommendation results in terms of big data feature recognition. Therefore, in this paper, a hybrid recommendation algorithm based on the forgetting curve of e-commerce platform and the automatic feature construction of e-commerce platform is studied in the e-commerce scenario of e-commerce platform, combined with the e-commerce data collected in real field, for the sparsity of e-commerce platform data, the interpretability of recommendation results and the static nature of e-commerce platform user features.|10.1145/3544109.3544151|https://doi.org/10.1145/3544109.3544151|New York, NY, USA|Association for Computing Machinery|9781450395786|2022|Research on Recommendation Strategy of E-Commerce User Portrait Based on User Dynamic Interest Factor Hybrid Recommendation Algorithm|Zhang, Jun and Liu, Longlong|inproceedings|10.1145/3544109.3544151|||||||||||||||||||||||||||||1322926733|42
||Error correction;Algorithm design and analysis;Sequential analysis;Assembly;Bioinformatics;Genomics;Benchmark testing;error correction;mapreduce;genome assembly;next-generation sequencing||717-722|2013 IEEE International Conference on Big Data|Next-generation sequencing (NGS) technologies produce huge amounts of data. These sequencing data unavoidably are accompanied by the occurrence of sequencing errors which constitutes one of the major problems of further analyses. Error correction is indeed one of the critical steps to the success of NGS applications such as de novo genome assembly and DNA resequencing as illustrated in literature. However, it requires computing time and memory space heavily. To design an algorithm to improve data quality by efficiently utilizing on-demand computing resources in the cloud is a challenge for biologists and computer scientists. In this study, we present an error-correction algorithm, called the CloudRS algorithm, for correcting errors in NGS data. The CloudRS algorithm aims at emulating the notion of error correction algorithm of ALLPATHS-LG on the Hadoop/ MapReduce framework. It is conservative in correcting sequencing errors to avoid introducing false decisions, e.g., when dealing with reads from repetitive regions. We also illustrate several probabilistic measures we introduce into CloudRS to make the algorithm more efficient without sacrificing its effectiveness. Running time of using up to 80 instances each with 8 computing units shows satisfactory speedup. Experiments of comparing with other error correction programs show that CloudRS algorithm performs lower false positive rate for most evaluation benchmarks and higher sensitivity on genome S. cerevisiae. We demonstrate that CloudRS algorithm provides significant improvements in the quality of the resulting contigs on benchmarks of NGS de novo assembly.|10.1109/BigData.2013.6691642|||||2013|CloudRS: An error correction algorithm of high-throughput sequencing data based on scalable framework|Chen, Chien-Chih and Chang, Yu-Jung and Chung, Wei-Chun and Lee, Der-Tsai and Ho, Jan-Ming|inproceedings|6691642||Oct|||||||||||||||||||||||||||1323514267|42
|||13|1458–1470||We establish a robust schema design framework for data with missing values. The framework is based on the new notion of an embedded functional dependency, which is independent of the interpretation of missing values, able to express completeness and integrity requirements on application data, and capable of capturing many redundant data value occurrences. We establish axiomatic and algorithmic foundations for reasoning about embedded functional dependencies. These foundations allow us to establish generalizations of Boyce-Codd and Third normal forms that do not permit any redundancy in any future application data, or minimize their redundancy across dependency-preserving decompositions, respectively. We show how to transform any given schema into application schemata that meet given completeness and integrity requirements and the conditions of the generalized normal forms. Data over those application schemata are therefore fit for purpose by design. Extensive experiments with benchmark schemata and data illustrate our framework, and the effectiveness and efficiency of our algorithms, but also provide quantified insight into database schema design trade-offs.|10.14778/3342263.3342626|https://doi.org/10.14778/3342263.3342626||VLDB Endowment||2019|Embedded Functional Dependencies and Data-Completeness Tailored Database Design|Wei, Ziheng and Link, Sebastian|article|10.14778/3342263.3342626||jul|Proc. VLDB Endow.|21508097|11|12|July 2019||||21100199855|0,946|Q1|134|246|598|12401|3759|566|5,50|50,41|United States|Northern America|2008-2020|Computer Science (miscellaneous) (Q1)|7,198|2.047|0.00891|1326566704|1216159931
||Big Data;Monitoring;Decision making;Data science;Conferences;Spatiotemporal phenomena;Magnetic heads||4-4|2020 IEEE International Conference on Big Data (Big Data)|"\"Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. Data are being generated, collected, and analyzed today at an unprecedented scale, and data-driven decision making is sweeping through all aspects of society. As the use of big data has grown, so too have concerns that poor-quality data, prevalent in large data sets, can have serious adverse consequences on data-driven decision making. Responsible data science thus requires a recognition of the importance of veracity, the fourth \"\"V\"\" of big data. In this talk, we first present a vision of high-quality big data and highlight the substantial challenges that the first three V’s, volume, velocity, and variety, bring to dealing with veracity in big data. We then present the FIT Family of adaptive, data-driven statistical tools that we have designed, developed, and deployed at AT&T for continuous data quality monitoring of a large and diverse collection of continuously evolving data. These tools monitor data movement to discover missing, partial, duplicated, and delayed data; identify changes in the content of spatiotemporal streams; and pinpoint anomaly hotspots based on persistence, pervasiveness, and priority. We conclude with lessons from FIT relevant to big data quality that are cause for optimism.\""|10.1109/BigData50022.2020.9378181|||||2020|Towards High-Quality Big Data: Lessons from FIT|Srivastava, Divesh|inproceedings|9378181||Dec|||||||||||||||||||||||||||1330408086|42
